S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
572,16/10/2021,India,34053573,201632,33399961,451980
573,17/10/2021,India,34067719,195846,33419749,452124
574,18/10/2021,India,34081315,189694,33439331,452290
575,19/10/2021,India,34094373,183118,33458801,452454
576,20/10/2021,India,34108996,178098,33478247,452651
577,21/10/2021,India,34127450,178831,33495808,452811
578,22/10/2021,India,34143236,175745,33514449,453042
579,23/10/2021,India,34159562,173728,33532126,453708
580,24/10/2021,India,34175468,172594,33548605,454269
581,25/10/2021,India,34188774,166695,33567367,454712
582,26/10/2021,India,34202202,163816,33583318,455068
583,27/10/2021,India,34215653,162661,33597339,455653
584,28/10/2021,India,34231809,160989,33614434,456386
585,29/10/2021,India,34246157,161334,33627632,457191
586,30/10/2021,India,34260470,161555,33641175,457740
587,31/10/2021,India,34273300,159272,33655842,458186
588,01/11/2021,India,34285814,158817,33668560,458437
589,02/11/2021,India,34296237,153776,33683581,458880
590,04/11/2021,India,34321025,148579,33712794,459652
591,05/11/2021,India,34333754,148922,33724959,459873
592,06/11/2021,India,34344683,146950,33737468,460265
593,07/11/2021,India,34355536,144845,33749900,460791
594,08/11/2021,India,34366986,142825,33763104,461057
595,09/11/2021,India,34377113,140638,33775086,461389
596,10/11/2021,India,34388579,139683,33787047,461849
597,11/11/2021,India,34401670,138556,33800925,462189
598,12/11/2021,India,34414186,137416,33814080,462690
599,14/11/2021,India,34437307,135918,33837859,463530
600,15/11/2021,India,34447536,134096,33849785,463655
601,16/11/2021,India,34456401,130793,33861756,463852
602,17/11/2021,India,34466598,128555,33873890,464153
603,18/11/2021,India,34478517,128762,33885132,464623
604,19/11/2021,India,33897921,-465082,33897921,465082
605,20/11/2021,India,34499925,124868,33909708,465349
606,22/11/2021,India,34518901,118443,33934547,465911
607,23/11/2021,India,34526480,113584,33946749,466147
608,24/11/2021,India,34535763,111481,33957698,466584
609,25/11/2021,India,34544882,109940,33967962,466980
610,26/11/2021,India,34555431,110133,33977830,467468
611,27/11/2021,India,34563749,107019,33988797,467933
612,28/11/2021,India,34572523,105691,33998278,468554
613,29/11/2021,India,34580832,103859,34008183,468790
614,30/11/2021,India,34587822,100543,34018299,468980
615,02/12/2021,India,34606541,99763,34037054,469724
616,05/12/2021,India,34633255,99155,34060774,473326
617,06/12/2021,India,34641561,98416,34069608,473537
618,07/12/2021,India,34648383,95014,34079612,473757
619,08/12/2021,India,34656822,93733,34089137,473952
620,09/12/2021,India,34666241,94742,34097388,474111
621,12/12/2021,India,34690510,92281,34122795,475434
622,13/12/2021,India,34697860,91456,34130768,475636
623,14/12/2021,India,34703644,88993,34138763,475888
624,15/12/2021,India,34710628,87562,34146931,476135
625,16/12/2021,India,34718602,87245,34154879,476478
626,17/12/2021,India,34726049,86415,34162765,476869
627,18/12/2021,India,34733194,84565,34171471,477158
628,19/12/2021,India,34740275,83913,34178940,477422
629,20/12/2021,India,34746838,82267,34187017,477554
630,21/12/2021,India,34752164,79097,34195060,478007
631,22/12/2021,India,34758481,78190,34201966,478325
632,23/12/2021,India,34765976,78291,34208926,478759
633,24/12/2021,India,34772626,77516,34215977,479133
634,25/12/2021,India,34779815,77032,34223263,479520
635,26/12/2021,India,34786802,76766,34230354,479682
636,27/12/2021,India,34793333,75841,34237495,479997
637,28/12/2021,India,34799691,75456,34243945,480290
638,29/12/2021,India,34808886,77002,34251292,480592
639,30/12/2021,India,34822040,82402,34258778,480860
640,31/12/2021,India,34838804,91361,34266363,481080
641,01/01/2022,India,34861579,104781,34275312,481486
642,02/01/2022,India,34889132,122801,34284561,481770
643,03/01/2022,India,34922882,145582,34295407,481893
644,04/01/2022,India,34960261,171830,34306414,482017
645,05/01/2022,India,35018358,214004,34321803,482551
646,06/01/2022,India,35109286,285401,34341009,482876
647,07/01/2022,India,35226386,371363,34371845,483178
648,08/01/2022,India,35368372,472169,34412740,483463
649,09/01/2022,India,35528004,590611,34453603,483790
650,10/01/2022,India,35707727,723619,34500172,483936
651,11/01/2022,India,35875790,821446,34570131,484213
652,12/01/2022,India,36070787,955596,34630536,484655
653,13/01/2022,India,36317927,1117435,34715361,485131
654,14/01/2022,India,36582129,1272073,34824706,485350
655,15/01/2022,India,36850962,1417820,34947390,485752
656,16/01/2022,India,37122164,1550227,35085721,486216
657,17/01/2022,India,37380253,1656341,35237461,486451
658,18/01/2022,India,37618271,1736628,35394882,486761
659,19/01/2022,India,37901241,1831000,35583039,487202
660,20/01/2022,India,38218773,1924051,35807029,487693
661,21/01/2022,India,38566027,2018825,36058806,488396
662,22/01/2022,India,38903731,2113365,36301482,488884
663,23/01/2022,India,39237264,2187205,36560650,489409
664,24/01/2022,India,39543328,2249335,36804145,489848
665,25/01/2022,India,39799202,2236842,37071898,490462
666,26/01/2022,India,40085116,2222941,37370971,491204
667,27/01/2022,India,40371500,2202472,37677328,491700
668,28/01/2022,India,40622709,2105353,38024771,492585
669,29/01/2022,India,40858241,2004333,38360710,493198
670,30/01/2022,India,41092522,1884563,38713494,494465
671,31/01/2022,India,41302440,1831268,38976122,495050
672,01/02/2022,India,41469499,1743059,39230198,496242
673,03/02/2022,India,41803318,1533480,39770414,499424
674,04/02/2022,India,41952712,1435569,40017088,500055
675,05/02/2022,India,42080664,1331648,40247902,501114
676,06/02/2022,India,42188138,1224633,40461148,502357
677,07/02/2022,India,42272014,1108938,40660202,502874
678,08/02/2022,India,42339611,994891,40840658,504062
679,09/02/2022,India,42410976,892201,41012869,505906
680,10/02/2022,India,42478060,790789,41180751,506520
681,11/02/2022,India,42536137,697802,41331158,507177
682,12/02/2022,India,42586544,610443,41468120,507981
683,13/02/2022,India,42631421,536968,41585711,508742
684,14/02/2022,India,42665534,478882,41677641,509011
685,15/02/2022,India,42692943,422997,41760458,509488
686,16/02/2022,India,42723558,370240,41843446,509872
687,17/02/2022,India,42754315,332918,41910984,510413
688,18/02/2022,India,42780235,291962,41977238,511035
689,19/02/2022,India,42802505,253739,42037536,511230
690,20/02/2022,India,42822473,224143,42086383,511947
691,21/02/2022,India,42838524,202131,42124284,512109
692,22/02/2022,India,42851929,181036,42158510,512383
693,23/02/2022,India,42867031,164522,42189887,512622
694,24/02/2022,India,42881179,148199,42219896,513084
695,25/02/2022,India,42894345,134235,42246884,513226
696,26/02/2022,India,42905844,121881,42270482,513481
697,27/02/2022,India,42916117,111426,42290921,513770
698,28/02/2022,India,42924130,102601,42307686,513843
699,01/03/2022,India,42931045,92344,42324550,514151
700,02/03/2022,India,42938599,85680,42338673,514246
701,03/03/2022,India,42945160,77064,42353620,514476
702,04/03/2022,India,42951556,69897,42367070,514589
703,05/03/2022,India,42957477,63878,42378721,514878
704,06/03/2022,India,42962953,59427,42388475,515051
705,07/03/2022,India,42967315,54118,42398095,515102
706,08/03/2022,India,42971308,49848,42406150,515310
707,09/03/2022,India,42975883,46962,42413566,515355
708,10/03/2022,India,42980067,44285,42420120,515662
709,11/03/2022,India,42984261,42219,42426328,515714
710,12/03/2022,India,42987875,40559,42431513,515803
711,13/03/2022,India,42990991,38060,42437072,515859
712,14/03/2022,India,42993494,36168,42441449,515877
713,15/03/2022,India,42996062,33863,42446171,516028
714,16/03/2022,India,42998938,32811,42450055,516072
715,17/03/2022,India,43001477,30676,42454546,516255
716,18/03/2022,India,43004005,29181,42458543,516281
717,19/03/2022,India,43006080,27696,42461926,516458
718,20/03/2022,India,43007841,26240,42465122,516479
719,21/03/2022,India,43009390,25084,42467774,516532
720,22/03/2022,India,43010971,23913,42470515,516543
721,23/03/2022,India,43012749,23034,42473057,516658
722,24/03/2022,India,43014687,22427,42475588,516672
723,25/03/2022,India,43016372,17446,42478087,520839
724,26/03/2022,India,43018032,16741,42480436,520855
725,27/03/2022,India,43019453,16165,42482262,521026
726,28/03/2022,India,43020723,15859,42483829,521035
727,29/03/2022,India,43021982,15362,42485534,521086
728,30/03/2022,India,43023215,14704,42487410,521101
729,31/03/2022,India,43024440,14266,42489004,521170
730,01/04/2022,India,43025775,13672,42490922,521181
731,02/04/2022,India,43027035,13445,42492326,521264
732,03/04/2022,India,43028131,13007,42493773,521351
733,04/04/2022,India,43029044,12597,42495089,521358
734,05/04/2022,India,43029839,11991,42496369,521479
735,06/04/2022,India,43030925,11871,42497567,521487
736,07/04/2022,India,43031958,11639,42498789,521530
737,08/04/2022,India,43033067,11492,42500002,521573
738,11/04/2022,India,43036132,11043,42503383,521706
739,12/04/2022,India,43036928,10889,42504329,521710
740,13/04/2022,India,43038016,10870,42505410,521736
741,14/04/2022,India,43039023,11058,42506228,521737
742,15/04/2022,India,43039972,11191,42507038,521743
743,16/04/2022,India,43040947,11366,42507834,521747
744,17/04/2022,India,43040947,11366,42507834,521747
745,18/04/2022,India,43042097,11558,42508788,521751
746,21/04/2022,India,43049974,13385,42514479,522110
747,22/04/2022,India,43052425,14241,42516068,522116
748,23/04/2022,India,43054952,15041,42517724,522187
749,24/04/2022,India,43057545,15873,42519479,522193
750,25/04/2022,India,43060086,15128,42521341,523617
751,26/04/2022,India,43062569,15636,42523311,523622
752,27/04/2022,India,43065496,16279,42525563,523654
753,28/04/2022,India,43068799,16980,42528126,523693
754,29/04/2022,India,43072176,17756,42530622,523798
755,30/04/2022,India,43075864,18684,42533377,523803
756,01/05/2022,India,43079188,19092,42536253,523843
757,02/05/2022,India,43082345,19500,42538976,523869
758,03/05/2022,India,43084913,19108,42541887,523918
759,04/05/2022,India,43088118,19509,42544689,523920
760,05/05/2022,India,43091393,19693,42547699,524001
761,06/05/2022,India,43094938,19688,42551248,524002
762,07/05/2022,India,43098743,20268,42554416,524059
763,08/05/2022,India,43102194,20635,42557495,524064
764,10/05/2022,India,43107689,19589,42563949,524151
765,11/05/2022,India,43110586,19494,42566935,524157
766,12/05/2022,India,43113413,19059,42570165,524189
767,13/05/2022,India,43116254,18604,42573460,524190
768,14/05/2022,India,43119112,18096,42576815,524201
769,16/05/2022,India,43123801,17299,42582243,524259
770,17/05/2022,India,43125370,16400,42584710,524260
771,18/05/2022,India,43127199,15647,42587259,524293
772,19/05/2022,India,43129563,15402,42589841,524320
773,20/05/2022,India,43131822,15044,42592455,524323
774,21/05/2022,India,43134145,14933,42594801,524411
775,22/05/2022,India,43136371,14955,42597003,524413
776,23/05/2022,India,43138393,14832,42599102,524459
777,24/05/2022,India,43140068,14841,42600737,524490
778,25/05/2022,India,43142192,14958,42602714,524520
779,26/05/2022,India,43144820,15414,42604881,524525
780,27/05/2022,India,43147530,15814,42607177,524539
781,28/05/2022,India,43150215,16295,42609335,524585
782,29/05/2022,India,43153043,17087,42611370,524586
783,30/05/2022,India,43155749,17681,42613440,524628
784,31/05/2022,India,43158087,17883,42615574,524630
785,01/06/2022,India,43160832,18381,42617810,524641
786,02/06/2022,India,43164544,19509,42620394,524641
787,03/06/2022,India,43168585,21177,42622757,524651
788,04/06/2022,India,43172547,22403,42625454,524690
789,05/06/2022,India,43176817,24052,42628073,524692
790,06/06/2022,India,43181335,25776,42630852,524707
791,07/06/2022,India,43185049,26976,42633365,524708
792,09/06/2022,India,43197522,32481,42640301,524740
793,10/06/2022,India,43205106,36267,42644092,524747
794,11/06/2022,India,43213435,40370,42648308,524757
795,12/06/2022,India,43222017,44510,42652743,524764
796,13/06/2022,India,43230101,47995,42657335,524771
797,14/06/2022,India,43236695,50548,42661370,524777
798,15/06/2022,India,43245517,53637,42667088,524792
799,16/06/2022,India,43257730,58207,42674712,524811
800,17/06/2022,India,43270577,63063,42682697,524817
801,18/06/2022,India,43283793,68101,42690845,524847
802,19/06/2022,India,43296692,72474,42699363,524855
803,20/06/2022,India,43309473,76695,42707900,524878
804,21/06/2022,India,43319396,79313,42715193,524890
805,22/06/2022,India,43331645,81667,42725055,524923
806,23/06/2022,India,43344958,83990,42736027,524941
807,24/06/2022,India,43362294,88284,42749056,524954
808,25/06/2022,India,43378234,91769,42761481,524984
809,26/06/2022,India,43389973,92576,42772398,524999
810,27/06/2022,India,43407046,94420,42787606,525020
811,28/06/2022,India,43418839,96700,42797092,525047
812,29/06/2022,India,43433345,99585,42808666,525094
813,30/06/2022,India,43452164,104555,42822493,525116
814,01/01/1970,Andaman and Nicobar Islands,7698,8,7561,129
815,21/12/2014,Andaman and Nicobar Islands,7698,7,7562,129
816,21/12/2015,Andaman and Nicobar Islands,7698,5,7564,129
817,27/03/2020,Andaman and Nicobar Islands,1,1,0,0
818,28/03/2020,Andaman and Nicobar Islands,6,6,0,0
819,29/03/2020,Andaman and Nicobar Islands,9,9,0,0
820,30/03/2020,Andaman and Nicobar Islands,9,9,0,0
821,31/03/2020,Andaman and Nicobar Islands,10,10,0,0
822,01/04/2020,Andaman and Nicobar Islands,10,10,0,0
823,02/04/2020,Andaman and Nicobar Islands,10,10,0,0
824,03/04/2020,Andaman and Nicobar Islands,10,10,0,0
825,04/04/2020,Andaman and Nicobar Islands,10,10,0,0
826,05/04/2020,Andaman and Nicobar Islands,10,10,0,0
827,06/04/2020,Andaman and Nicobar Islands,10,10,0,0
828,07/04/2020,Andaman and Nicobar Islands,10,10,0,0
829,08/04/2020,Andaman and Nicobar Islands,10,10,0,0
830,09/04/2020,Andaman and Nicobar Islands,11,11,0,0
831,10/04/2020,Andaman and Nicobar Islands,11,11,0,0
832,11/04/2020,Andaman and Nicobar Islands,11,11,0,0
833,12/04/2020,Andaman and Nicobar Islands,11,1,10,0
834,13/04/2020,Andaman and Nicobar Islands,11,1,10,0
835,14/04/2020,Andaman and Nicobar Islands,11,1,10,0
836,15/04/2020,Andaman and Nicobar Islands,11,1,10,0
837,16/04/2020,Andaman and Nicobar Islands,11,1,10,0
838,17/04/2020,Andaman and Nicobar Islands,11,1,10,0
839,18/04/2020,Andaman and Nicobar Islands,12,1,11,0
840,19/04/2020,Andaman and Nicobar Islands,14,3,11,0
841,20/04/2020,Andaman and Nicobar Islands,15,4,11,0
842,21/04/2020,Andaman and Nicobar Islands,16,5,11,0
843,22/04/2020,Andaman and Nicobar Islands,16,5,11,0
844,23/04/2020,Andaman and Nicobar Islands,18,7,11,0
845,24/04/2020,Andaman and Nicobar Islands,22,11,11,0
846,25/04/2020,Andaman and Nicobar Islands,27,16,11,0
847,26/04/2020,Andaman and Nicobar Islands,33,22,11,0
848,27/04/2020,Andaman and Nicobar Islands,33,22,11,0
849,28/04/2020,Andaman and Nicobar Islands,33,22,11,0
850,29/04/2020,Andaman and Nicobar Islands,33,18,15,0
851,30/04/2020,Andaman and Nicobar Islands,33,18,15,0
852,01/05/2020,Andaman and Nicobar Islands,33,17,16,0
853,02/05/2020,Andaman and Nicobar Islands,33,17,16,0
854,03/05/2020,Andaman and Nicobar Islands,33,17,16,0
855,04/05/2020,Andaman and Nicobar Islands,33,1,32,0
856,05/05/2020,Andaman and Nicobar Islands,33,1,32,0
857,06/05/2020,Andaman and Nicobar Islands,33,1,32,0
858,07/05/2020,Andaman and Nicobar Islands,33,1,32,0
859,08/05/2020,Andaman and Nicobar Islands,33,0,33,0
860,09/05/2020,Andaman and Nicobar Islands,33,0,33,0
861,10/05/2020,Andaman and Nicobar Islands,33,0,33,0
862,11/05/2020,Andaman and Nicobar Islands,33,0,33,0
863,12/05/2020,Andaman and Nicobar Islands,33,0,33,0
864,13/05/2020,Andaman and Nicobar Islands,33,0,33,0
865,14/05/2020,Andaman and Nicobar Islands,33,0,33,0
866,15/05/2020,Andaman and Nicobar Islands,33,0,33,0
